State;Up;Down;Left;Right;Stay
18,11|2,13;0;0;-0.45;0;0
18,8|16,11;-0.45;0;0;0;0
12,12|7,4;0;-0.45;0;0;0
13,11|11,5;0;0;-0.1881447;0;0
13,13|11,11;0;0;-0.24426;0.6;0
14,13|13,11;0.01944503;0;0;0;0
12,16|3,16;0;0;-0.45;0;0
17,12|4,13;-0.24426;1.303662;0;0.762;0
6,3|17,12;-0.765;0.6;0;0;0
7,4|17,10;0;0.6;0;0;0
7,3|16,10;-0.288;0.6;0;-0.45;0
6,4|15,7;-0.45;0;0;0;0.05574
3,5|13,3;0.6;0;0;-0.45;0
4,5|12,3;0.6;0;0;0;0
4,6|11,3;0.762;0;0;-0.1746;0
0,4|8,2;0.762;0;0;-0.4896;0
0,7|5,3;0.6;0;0;-0.288;0
0,8|4,3;0;0;0;0.04298219;0
1,9|2,4;0.6;0;0;0;0
1,10|2,5;0.6;0;0;0;-0.15
1,10|1,6;0.6;0;0;0.6;-0.15
15,3|0,11;0;0;-0.15;0;0
15,3|0,12;-0.45;0;0;0;0
15,4|0,13;0;0.6;0;0.6;0
16,4|1,13;0;0;0;0;-0.15
16,4|2,13;0;0;0;0;-0.15
16,4|3,13;0;0;0;0;0.199758
19,5|17,6;0;0.762;0;0;0
6,1|5,14;-0.106308;0;0;0;0
7,1|1,10;0;0.6;0;0;0
7,0|1,9;0;0;0;0;-0.15
7,0|1,8;-0.45;0;0;0;-0.15
7,1|2,8;0;0.6;0;0;0.1254
7,0|7,5;0;0;0.8754;0.6;0
19,12|5,6;0;0;0;0.012;0
19,13|8,6;0.6;0;0;0;0
19,15|10,6;0;-0.45;0;0;0
16,16|10,11;0;0;0;0;0.012
0,6|13,2;0.6;0;0;-0.288;0
1,10|7,3;0.8754;0;0.762;0;0
2,10|1,7;0.8754;0;0;0.6;0
0,14|17,17;0;0.6;0;0;0
0,13|17,16;0;0;0;-0.45;0
1,13|16,16;0;0;0;-0.45;0
2,13|15,16;-0.45;0;0;0;0
2,14|14,16;0;0;0.6;0;0
1,14|13,16;-0.765;0.762;0;0;0
1,15|12,16;0;0;0;-0.45;-0.255
2,15|11,16;0;0;0;-0.24426;0
3,15|10,15;0;0;0;0;-0.15
3,15|9,15;0;0;1.483394;0;0
3,2|8,13;0;0.6;0;0;0
4,1|6,13;0;0;0;-0.288;0
7,0|2,9;-0.416142;-0.15;-0.765;0;0
9,0|3,6;-0.45;0;0;0;0
9,1|4,6;0;0;-0.45;0;0
8,1|5,6;0;0;0;0.6;0
18,18|12,5;0;-0.45;0;0;0
19,17|8,9;1.48818;0;-0.4454478;0;0
16,18|10,11;0;-0.765;0;0;0.012
15,16|12,12;0;0;0;0;-0.15
15,16|13,12;0;0;0;1.036083;0
13,18|15,15;0;0;0;0;0.199758
16,8|16,17;0;0;0;0;0.05705223
16,8|17,9;0;0;1.428346;0;0
16,5|17,7;0;0;0;0;0.4860136
6,13|16,17;0;0;0;-0.45;0
7,13|16,16;0;0;0;-0.45;0
1,9|10,6;0;-0.288;0;0;0
16,4|1,0;0;-0.45;0;0;0
16,3|1,1;0;-0.45;0;0;0
17,2|3,1;0;-0.45;0;0;0
17,1|4,1;0;0;0;0.762;0
18,1|10,1;0;0;-0.288;0;0
9,8|18,19;0;0;0.6;0;0
8,8|18,18;0;0;0.6;-0.45;0
7,8|17,18;0;0;-0.15;0;0
7,8|17,17;0;0;0;-0.45;0
9,8|17,15;-0.45;0;0;0;0
9,9|17,14;0;0;0.6;0;0
5,18|2,19;0;0;-0.45;0;0
4,17|3,18;0;0.6;0;0;0
4,16|3,17;0;0.6;0;0;0
4,15|3,16;-0.45;0.8754;0;0;0
3,8|4,2;0.6;0;0;0;0
3,9|4,3;0;0;0;-0.28314;0
3,4|17,1;0.6;0;0;0;0
3,5|16,1;0;-0.288;0;0;0
1,5|9,2;0;-0.288;0.60324;0;-0.15
16,10|7,8;0;0;-0.45;0;0
15,10|7,9;0.6;0;0;0;0
15,11|7,10;0;-0.45;0;0;0
16,1|4,19;0;0;0;0;-0.15
16,1|4,18;0;0;0;0.6;0
17,1|4,17;-0.45;0;0;0;0
17,2|5,17;0;0;0;0.6;0
18,2|6,17;0;0;0;0.6;0
19,2|6,16;0;0;0;0;-0.15
18,3|13,16;0;0;0;0.8754;0
19,2|17,12;0;0.6;0;0;-0.14676
19,1|18,10;0;1.02;0;0;-0.15
17,2|18,5;-0.28314;0;0.6;0;0
16,2|18,4;0;0.937205;0;0;0
7,12|14,18;-0.45;0;0;0;0
7,13|13,18;0;0;0.6;0;0
6,13|12,18;0;0;0;-0.45;0
7,13|11,18;-0.15;0;0;0;0
7,13|10,17;0;0;0;-0.45;0
5,10|5,1;0.6;0;0;0;0
5,11|5,2;-0.15;0;0;0;-0.15
5,11|5,3;0;0;-0.45;-0.14676;0
4,11|4,3;0;0;0;0;-0.15
4,11|4,4;0;0;0;0;0.012
7,3|5,7;0;0;-0.45;0;0.012
8,2|19,9;0;0;0.6;0;0
7,2|19,8;-0.45;0;0;0;0
7,3|19,7;-0.45;0;0;0;0
7,4|19,6;-0.45;0;0;0;0
7,5|18,6;-0.45;0;0;0;0
4,1|2,17;0;0;0;0.762;0
5,0|1,13;0;-0.15;-0.288;0;0
5,0|0,12;-0.29682;-0.15;-0.288;0;0
4,19|1,18;0;0;-0.288558;0.762;0
7,4|3,19;0;0;0;0;-0.15
7,4|3,18;0;0;-0.45;0;0
6,4|3,17;0;0;0;0;-0.15
6,4|3,16;-0.45;0;0;0;0
6,5|3,15;0;0;-0.45;0;0
5,5|3,14;-0.04596068;0.9544722;0;0;0.16428
19,4|8,12;0;0;-0.45;0;0
17,4|11,12;-0.45;0;0;0;0
17,5|12,12;0;0;-0.288;0;0
19,4|17,10;0;0.6;0;0;0
19,2|17,6;0;0;-0.45;0;0
3,3|6,4;-0.1279864;0;0.815865;-0.28314;0
16,16|18,15;0;0;0;0;0.4745897
13,11|1,5;0;0;-0.45;0;-0.15
13,11|1,6;0;0;0;0;-0.15
13,12|1,8;0.6;0;0;0;0
14,13|1,10;0;0;-0.45;0;0.1254
13,13|1,11;-0.1306485;0;0;0;-0.15
13,13|0,11;0;0;0.223132;0;0
1,9|12,6;0.8754;0;0;0;0
0,10|10,6;0;0;-0.15;0;0
0,10|9,6;0;0;-0.15;0;0
0,10|7,6;0.6;0;-0.255;0;0
15,0|2,19;0;0;-0.45;0;0
14,0|2,18;-0.45;0;0;0;0
14,1|3,18;-0.15;0.6;0;0;0
14,1|3,17;0;0.6;0;0;0
14,0|3,16;0;0;0;0;-0.15
14,0|3,14;0;0;-0.288;0;0
13,0|6,13;-0.28314;0;0;0;0
9,0|8,8;0;0;0.6;0;0
6,1|11,6;-0.45;0;0;0;-0.15
6,2|11,5;0;0;1.2954;0;-0.15
12,15|5,4;0;0;0;0;-0.15
12,15|5,5;0;0;0;0.6;0
13,15|5,6;0.6;0;0;0;0
13,16|5,7;0.762;0;0;0;0
12,17|0,14;0.762;0;0;0;0
14,19|0,18;-0.15;0;0;0;0
14,19|1,18;0;-0.288;0;0;0
15,18|4,18;0.762;0;0;0;0
0,9|9,18;0;0;-0.15;0;0
0,9|8,18;-0.45;0;0;0;0
0,10|8,17;0;0;-0.15;0;0
0,13|5,16;0;0;0;-0.288;0
0,12|8,4;0;-0.1746;0;0;0
1,10|4,5;0.963042;0;0;0;0
0,15|2,9;0.91914;0;0;0;0
11,16|1,2;0.6;0;0;0;0
11,17|1,3;0;0;-0.45;0;0
10,17|1,4;0.6;0;0;0;0
10,18|1,5;0;0;-0.45;0;0
8,18|1,7;0;0;-0.288;0;0
8,18|1,9;0.7668601;0;0;0;0
9,19|2,13;0;-0.45;0;0.6;0
10,19|3,15;0.012;0;0;0;0
4,2|7,12;0;0.6;0;0;0
4,1|7,11;-0.45;0;0.762;0;0
4,2|7,10;-0.45;0;0;0;0
4,3|7,9;-0.45;0;0;0;0
4,4|7,8;0;0;0.6;0;0
3,4|8,8;-0.45;0;0;-0.45;0
9,1|10,0;0.6;0;0;0;0
9,2|9,0;0;0;0;0.6562496;0
14,1|7,10;0;0;0;0.6;0
15,1|8,10;-0.288;0;0;0;0
15,3|9,11;0;0.6;0;0;0
16,1|15,13;0;0;0;0.6;0
3,11|19,11;0;0;0;-0.288;0
1,18|4,7;0.762;0;0;0;0
17,15|11,2;0.8175499;0;-0.45;0;0
18,14|16,1;0.762;0;0;0;-0.15
10,3|2,14;0.16914;0;0;0;0.012
9,2|0,12;-0.24426;0;0;0;0
9,2|0,8;0;0;-0.44676;0;0
8,3|1,4;-0.288;0;0;0;0
8,5|3,4;0;-0.288;0;0;0
8,4|6,3;0;-0.0232915;0;0;-0.15
16,9|11,11;0;0;0;1.02;0
17,9|12,11;-0.45;0.6;0;0;0
17,10|13,11;0;0;0;0;0.01606344
4,0|11,17;0;0;0;0;-0.15
4,0|11,16;0;0;0;-0.45;0
5,0|10,16;0;0;0;0;-0.15
5,0|9,16;0;0;0;-0.45;0
6,0|6,15;0;-0.15;0;0.762;0
6,0|5,15;0;-0.15;0;0;0
6,0|5,14;0;0;0;1.02;0
7,0|5,13;-0.45;0;-0.4896;0;-0.15
5,2|2,8;-0.288;0;0.0926564;0;0
6,4|15,16;0;0;0;0;-0.15
8,3|16,7;0;0;0;-0.2123298;0
7,5|13,2;0.6;0;0.8754;0;0.1254
6,5|8,4;1.714941;0;0;0;0
10,2|2,0;0;0;0;0;-0.15
10,2|2,1;0.6;0;0;0;0
10,3|3,1;0;0;0;0.6;0
16,17|16,7;0;0;0;0;0.012
16,18|16,12;0;0;0;0.03918361;0.012
9,3|2,8;0;0;-0.45;0;0
8,2|2,6;0;1.02;-0.416142;0;0
9,1|2,4;0;0;-0.45;0.7668601;0
8,1|2,3;-0.45;0;0;0;0
8,3|4,3;0;0;0.05013124;0;0
4,3|11,3;0;0;0.60324;0;0.0822164
3,4|7,4;0;0;1.41156;-0.08425422;0
4,18|4,8;0.91914;0;0;0;0
19,19|1,5;0;-0.45;0;0;0
19,18|1,6;0.6;0;0;0;0
19,19|1,7;0;0;0;0;-0.15
19,19|1,8;-0.15;0;0;0;0
19,19|1,9;-0.15;0;0;0;0
19,19|1,10;0;-0.1746;0;0;0
17,18|6,17;1.369758;0;-0.288;0;0
16,17|12,19;-0.288;0;0;0;0
8,12|19,15;0;0;0;-0.45;0
10,13|18,13;0;0;0;0;0.01685999
9,11|13,11;0;0;0;0;-0.15
0,11|17,19;0;0.6;0;0;0
0,10|16,19;0;0;-0.15;0;0
0,10|16,18;-0.45;0;0;0;0
0,11|15,18;-0.45;0;0;0;0
0,12|14,18;0;0.6;0;0;0
1,11|13,17;0;0;0.6;0;0
0,11|12,17;0;0;0;-0.45;0
1,11|11,17;-0.15;0;0;0;0
1,11|10,17;0;0;0.6;0;0
0,11|9,17;-0.45;0;0;0;0
0,12|9,16;-0.45;0;0;0;0
0,13|9,15;-0.288;0;-0.15;0;0
11,6|19,16;-0.15;0;0;0;0
11,6|19,15;-0.255;0;0;0;0
11,6|19,14;0;0;0.6;0;0
10,6|18,14;0.05574;0;0;0;0
10,6|13,12;0;0;0;0;-0.15
9,3|19,4;-0.15;0;0;0;0
9,3|19,3;0;0;0;-0.288;0
11,2|17,2;0.6;0;0;0;0
13,17|13,0;0;0;0.6;0;0
12,17|13,1;1.02;0;0;-0.288;0
14,19|15,9;-0.15;0;0;0;0
4,1|9,0;0.6;-0.127458;0;0;0
4,2|8,0;0.6;0;0;0;0
4,4|6,2;0;0;0;0;-0.09554631
13,6|18,10;0;0;0.6;0;0
12,8|15,12;0;0;0.60324;0;0.1254
11,8|11,12;0;-0.07443348;0;1.717645;-0.1265369
0,13|4,16;-0.288;0.6;0;0;0
2,14|15,16;0;0.6;0;0;0
2,13|14,16;0;-0.15;0;0;0
2,13|13,16;-0.45;0;0;0;0
2,14|10,16;0;0.6;0;0;0
2,13|9,16;0;0;0;0;0.012
2,13|7,15;0;0;0.95478;0;0.094758
6,0|14,19;0;0;0;0;-0.15
6,0|14,18;0;0;0;-0.45;0
7,0|14,17;0;-0.15;0;0;0
7,0|14,16;-0.45;0;0;0;0
7,1|14,15;0;0;0;0;0.1254
5,1|17,12;0;0.6;0;0;0
5,1|17,10;0;0.6;0;0;0
4,0|16,9;-0.288;0;0;0;-0.15
4,1|16,6;0;0.6;0;0;0
4,1|8,0;0.6;-0.45;0;0;-0.15
4,1|7,0;0;0;0;0;-0.15
4,1|6,0;0;0;0;-0.13086;0
17,11|19,14;-0.45;0;0;0;0
17,12|18,14;0.3634437;0;0;0;0
3,0|18,7;0;0;0;-0.45;0
4,0|17,6;0;-0.15;0;0;0
3,0|17,4;-0.45;0;0;0;0
3,1|16,4;0;0;0.6;-0.1650258;0
2,1|16,3;0;0;0;0;0.05574
5,17|18,8;0;0;0.6;0;0
4,17|18,9;0;-0.45;0;0;0
4,16|18,12;0.6;0;0;0;0
3,19|12,16;-0.15;0;0;-0.45;0
3,19|11,16;0;0;0;-0.765;0
15,17|10,0;0;-0.45;0;0;-0.15
15,17|10,1;0;-0.45;0;0;0
15,17|15,1;0;-0.288;0.762;0;0
15,16|15,4;0;-0.45;0.6460407;0;0
15,15|15,5;0.6;0;0;0;0
15,16|15,6;0.6;0;0;0;0.06754982
15,17|15,7;1.2954;0;0;0;0
16,18|16,8;0;0;0.6;-0.24426;0.012
15,18|16,9;0;0;0;0;-0.15
15,18|16,10;0;0;0;0;0.012
9,2|4,8;0;0.6;0;0;0
9,1|5,8;-0.45;0;0;0;0
10,1|6,4;-0.45;0;0;1.55538;0
13,5|3,6;-0.45;0;-0.45;0;0
13,6|4,6;0;0;-0.1746;0;0.012
8,17|19,8;0;-0.45;0;0;0
8,16|19,9;0.762;0;0;0;0
8,18|18,10;0;-0.45;0;0;0
8,17|18,11;0.6;0;0;-0.45;0
9,17|18,12;0.6;0;0;0;0
9,18|18,13;0.6;0;0;0;0
9,19|18,14;0;-0.45;0;0;0
9,18|18,15;0.6;0;0;0;0
9,19|18,16;0;0;0;0.01161252;0
9,19|17,18;0;0;0.6;0;0
2,0|13,12;0;-0.15;0;0;0
2,0|12,12;0;0;0;0;-0.15
2,0|11,12;0;0;0.6;0;0
1,0|8,12;0;-0.15;0;0;0
1,0|7,12;0;0;0;0;-0.255
2,0|2,9;-0.45;0;0;-0.45;0
3,1|3,8;-0.1746;0;0;0;0
10,11|7,10;0;0;0;0.6;0
11,11|7,11;0.6189054;0;0;0;0
7,2|10,16;0;0;0.6;0;0
6,2|9,16;-0.45;0;0;0;0
6,3|8,16;-0.45;0;0;0;0
6,4|7,16;0;0;0;0;-0.15
6,4|6,16;0;0;0.8682882;0;0
0,4|1,8;0;0;0;0;0.345159
17,11|15,17;-0.45;0;0;0;0
17,12|16,17;0;0;0;0.6;0
18,12|17,17;-0.45;0;0;0.762;0
18,13|17,16;-0.24426;0;0;0;0
17,19|15,12;0;0;0;0;0.2436438
19,6|11,18;0;0;-0.288;0;0
1,0|7,9;0;0;0.6;0;-0.15
0,0|7,10;0;0;-0.15;0;0
0,0|7,11;0;0;0;-0.45;0
6,0|5,3;0;-0.15;0;0.6;0
6,0|6,3;0.1826785;0;0.6;-0.4349502;0
15,19|16,3;0;-0.45;0;0;0
15,18|16,4;0;0;0;0;0.012
16,18|16,7;0.60324;0;0;0;0
18,2|10,9;0;0.762;0;0;0
18,3|12,8;0;0.6;0;0;0
6,3|1,17;-0.45;0;0;0;0
6,4|1,16;0;0;-0.45;0;0
5,4|1,15;0;0;-0.45;0;0
4,4|1,14;0;0;0;0;0.08954665
4,1|3,8;-0.45;0.6;0;0;0
4,2|4,8;0;0;0;0.8070523;0
7,4|4,4;0.762;0;0;1.228103;0
9,3|15,12;0.01685999;0;0;-0.45;0
8,3|15,10;0;0;0;-0.45;0
9,3|15,9;-0.15;0;0;-0.223829;0
15,12|0,1;0.6;0;0;0;0
15,13|0,2;0;0;0;0.6;0
16,13|0,3;-0.15;0;0;0;0
16,13|0,4;0;0;-0.45;0;0
15,13|0,5;0;0;0;0;-0.15
15,13|0,6;-0.15;0;0;0;0
15,13|0,7;-0.15;0;0;0;0
18,6|11,13;0;2.540295;0;0;0
7,1|5,14;0;1.02;0;0;0
8,0|0,13;-0.45;0;0;0;0.012
8,1|0,11;0;0;-0.288;0;0
6,1|5,5;-0.288;0.99852;0;0.60324;0.012
3,17|16,10;0.6;0;0;0;0
3,18|16,11;0;0;0;0;0.1254
19,8|1,13;-0.45;0;0;0;0
15,12|17,9;0;0;0;-0.45;0
18,11|19,9;0;0;0.6;0.6310189;0
17,11|19,10;0;0;0;-0.153933;0
7,13|8,19;-0.15;0;0;0;0
7,13|7,19;-0.15;0;0;0;0
7,13|7,18;0;0;0;0;-0.15
7,13|7,17;0;0;0;0.6;0
13,17|16,10;0.6;0;0;0;0
13,18|16,11;0;0;0.6;0;0.1077906
3,9|4,17;-0.45;0;0;0;0
3,7|3,14;0.05302063;0;0;0.7793122;0
15,8|15,18;0;0;-0.15;0;0
15,8|15,17;0;0.6;0;0;0
8,5|0,17;0;0;0;0;-0.15
8,5|0,16;-0.76176;0;0;0;0
8,4|3,10;0;0;0;0.06754982;0
19,15|7,3;0;0;0;0;-0.15
19,15|8,3;0.6;0;0;0;0
19,16|9,3;0;0;0;-0.15;0
19,16|10,3;0;0;-0.45;0;0
18,16|11,3;0.6;0;0;0;0
18,17|12,3;1.182;0;0;0;0
18,18|13,3;1.02;0;0;0;0.05574
19,19|17,2;-0.15;0;0;0;0
19,19|18,2;-0.255;0;0;0;0
19,19|19,5;0;0;0;-0.15;0
9,18|12,17;1.494326;0;0;0;0
2,4|12,7;0;0;1.2954;0;0
1,5|11,6;-0.45;0;0;0;0
1,6|10,6;1.508257;0;0;0;-0.15
1,7|8,6;0.7681723;-0.7604478;0;-0.2018322;0
14,17|7,6;0;0;0;0.6;0
15,17|8,6;0.6;0;0;0;0
15,18|9,6;0;0;0;0;0.012
15,17|12,6;0;0;0;0.762;0
17,18|11,9;0;0;0;0;0.0204
2,6|6,3;1.124535;0;0;-0.45;0
3,6|5,3;1.02;-0.16974;0;0;0
3,7|4,3;0.6;-0.213642;0;-0.24426;0.012
12,12|10,19;0;0;0;0;-0.15
12,12|10,18;0;0;-0.45;0;0
11,12|10,17;0;0.6;0;0;0
11,11|10,16;-0.45;0;0;0;0
11,12|10,15;-0.45;0;0;0;0
11,13|9,15;0.20478;0;0;0;0
19,15|12,12;0;-0.45;0;0;0
15,2|13,3;0;0;0;0.7670058;0
19,6|9,11;-0.45;0;0;0;0
19,8|12,11;-0.45;0;0;0;0
19,9|13,11;0;0;0;-0.255;0
3,10|19,1;0.6;0;0;0;0
3,11|18,1;0;0;0.6;0;0
2,11|17,1;-0.15;0;0;0;0
1,10|14,1;0.6;0;1.45254;0;0
0,13|8,2;0;0;-0.15;0;0
0,13|7,2;0;0;0;0;-0.15
0,13|6,2;0.6;0;0;0;-0.15
0,14|6,3;0.7668601;0;0;0;0
0,16|4,3;0;-0.45;0;-0.45;0
1,16|3,3;0.6;0;0;0;0
17,7|3,2;0;0;0;0.6;0
17,7|6,2;0;-0.45;0;0;0
15,5|11,2;0;0;0;0;-0.15
15,5|12,2;0;0;0;0.8840441;0
10,6|13,11;0;0;0.6;0;0
9,6|12,11;0;1.02;0;0;0
9,5|11,11;-0.45;0;0.6;0;0
11,6|11,19;0;0.6;0;0;0
11,5|11,18;0;0;0;0;-0.15
11,5|11,17;0;0;0;0.6;0
12,5|11,16;0;-0.15;0;0;0
13,6|7,15;-0.6021252;0;0;0;0
4,5|6,13;0;0;0;-0.0161478;0
9,19|18,18;0;0;0;-0.45;0
6,2|12,2;0;0.762;0.8057401;0;0
6,1|10,2;0;0;0;-0.03857967;0
8,9|16,2;0.6;0;0;0;0
8,10|16,3;0;0;0;0;-0.15
8,10|16,4;0.6;0;0;0;0
8,11|16,5;0.6;0;0;0;0
8,12|16,6;1.1334;0;0;0;0
7,10|13,12;0;0;0.17754;0;0
7,9|11,11;-0.45;0;0;0;0.012
9,1|2,15;0;0;0;1.02;0
10,1|2,14;-0.45;0;0;0.6;0
10,2|2,13;-0.4326822;0;0;0;0.012
12,2|0,11;0;1.314;0;0;0
10,1|0,8;-0.603;0;0;0;0
10,2|1,8;-0.288;0;0;0.6;0
11,2|1,7;-0.4349502;0;0;0;0
11,3|3,7;0;0;-0.45;0;0
10,3|3,6;-0.15;0;0;0;0.1196004
10,3|4,6;-0.15;0.99852;0;0.887064;0
9,3|6,5;0.1784393;0;0;0;0
10,2|7,3;0;0;0;1.675177;0.2849214
12,0|11,3;-0.45;0.2436649;0;0;0
3,2|12,3;0;0;0;-0.45;0
2,0|7,1;0;0;0.6;0;0
8,17|9,12;0.95478;0;0;0;0
7,18|7,12;0;-0.1958185;0.883662;0;0.2556008
16,18|4,1;1.4088;0;0;0;0
17,19|7,1;-0.15;0;0;0;0
17,19|8,1;-0.15;0;0;0;-0.15
18,18|12,1;0.6;-0.2324502;0;0;0.334704
18,19|13,1;0.20478;-0.16974;0;0;0.20478
17,18|16,5;0;0;0;0.8894454;0
12,6|3,7;-0.288;0;0;0;0
16,2|0,18;0;0;0;0.6;0
17,2|0,17;0;0.6;0;0;0
17,1|0,16;0;0;0;0;0.012
15,1|0,13;0;0;0;0.6;0
16,1|0,12;0;0.6;0;0;0
16,0|0,11;0;-0.15;0;0;0
16,0|1,11;0;-0.15;0;0;0
16,0|2,11;0;0;-0.45;0;0
15,0|3,11;0;-0.15;0;0;0
15,0|3,10;0;-0.15;0;0;0
15,0|3,9;0;0;0;0.6;0
16,0|4,9;0;0;0;0.6;0
17,0|4,8;-0.45;0;0;0;0
19,0|6,4;0;0;-0.45;-0.255;0
19,0|7,4;0;-0.15;0;0;-0.15
19,1|13,6;0;0;-0.45;0;0
18,1|13,5;0;0;0;0.6;0
19,1|8,4;-0.29682;0.6;0;0;0
19,6|16,3;0;0;0;-0.15;0.012
18,8|19,6;0;0;0.6;0;0
17,8|19,7;0;0.03379015;0;0;0
0,2|18,18;-0.45;0;0;0;0
0,3|17,18;-0.45;0;0;0;0
1,4|15,18;0;0;0;0;0.012
2,5|12,16;-0.45;0;0;0;0
2,6|12,15;-0.45;0;1.409675;0;0
2,7|11,15;0;0;0;-0.288;0
3,7|8,15;0;0;0;-0.1746;0
6,5|3,7;0;0;-0.1746;0;0
13,15|10,6;0;0;-0.45;0;0
12,15|11,6;0;0;0;0.6;0
13,17|12,8;0.762;0;-0.288;0;0
12,16|9,9;1.029138;0;0;0;0
15,6|19,15;0;0;0;0;-0.15
15,6|19,14;0;0;-0.15;0;0
15,6|19,13;-0.45;0;0;0;0
15,7|19,12;0;0.6;0;0;0
15,6|19,11;0;0;0;-0.45;0
16,6|19,10;0;0.6;0;0;0
16,5|18,10;-0.765;0;0;0;0
16,6|18,9;-0.3171894;0;0;-0.1746;0
6,16|19,19;0;0;0;0;-0.15
6,16|18,19;0;0.6;0;0;0
6,15|17,19;0;0;0;0;-0.15
6,15|17,18;-0.45;0;0;0;0
6,16|16,18;-0.45;0;0;0;0
7,17|11,18;0;0;0.762;0;0.012
6,16|10,17;-0.0001962326;0;0;0;0
5,17|7,16;0.762;0;0;0;0
0,0|8,6;0;0;-0.15;0;0
0,0|8,5;0;0;0;0;-0.15
0,0|8,4;0;0;0;0;-0.15
9,5|8,13;-0.24426;0;0;0;0
13,9|8,8;0;-0.288;0;0;0
3,7|18,18;0;0;0.6;0;0
2,7|17,18;-0.45;0;0;0;0
2,8|16,18;0;0;0;0;-0.15
2,8|15,18;0;0;0;0;-0.15
3,8|13,18;0;0;0;-0.288;0
5,8|11,18;0;0;0.762;-0.15;0
3,9|8,17;0;0.6;0;0;0
3,8|7,17;-0.45;0;0;0;0
3,9|6,17;0;0;0;-0.45;0
4,9|5,17;0;0.6;0;0;0
4,8|4,17;0;0.6;0;0;0
0,0|7,3;-0.45;0;0;0;0
0,0|4,2;-0.288;0;-0.15;-0.288;0
9,5|19,12;-0.45;0;0;0;0
9,6|18,12;0;0;0;0;-0.15
9,6|17,12;0;0;0;-0.45;0
10,6|16,12;0;0;0;-0.45;0
11,6|15,12;0;0;0.6;0;0
9,5|13,11;-0.288;0;0;0;0
8,5|10,11;0;0.6;0;-0.288;0
8,19|15,0;-0.15;0;0;0;0
5,18|10,13;0.6;0;0;-0.08717547;0
11,5|12,0;0.6;0;0;0;0
12,6|12,2;0;-0.288;0;0;-0.15
14,19|8,13;0;0;0;0.6;0
3,15|4,2;0.762;0;0;-0.45;0
2,15|3,5;0;0;0;0;0.05574
2,13|1,9;0;0;0;0.8057401;0
7,3|14,18;0;0;0;0;-0.15
7,4|14,16;0;0;0;0;-0.15
7,4|14,15;0;0.6;0;0;0
7,3|15,15;-0.2123298;0;0;0;-0.15
5,1|16,13;0;0;0.6;0;0
3,1|15,12;0;0;0.6;0;0
2,1|15,11;-0.45;0;0;0;0
1,3|10,1;0.762;0;0;0;0
0,4|8,1;0.6;-0.45;0;0;0
0,1|4,2;0;1.02;0;0;0
0,0|3,2;0;0;0;-0.380555;0
17,11|0,18;-0.45;0;0;0;0
17,12|1,18;0;0;0;0;-0.15
17,12|2,18;0;0;0;0;-0.15
17,12|3,18;0;0.6;0;0;0
17,11|4,18;0;0.6;0;0;0
17,11|5,17;0;0;0;0.6;0
18,11|6,17;0;0.6;0;0;0
18,10|6,16;-0.45;0;0;0;-0.15
18,11|7,16;0;0;-0.45;0;0
17,11|8,16;-0.45;0;0;0;0
17,11|9,15;0;0;-0.45;0;0
16,11|10,15;-0.288;0;0;0;0
17,9|13,7;0.6;0;0;0;0
17,10|13,8;0;0;0;0;-0.15
17,10|13,9;0;-0.288;0;0;0
15,10|9,9;0.6;0;0;0;0
15,11|8,9;0.8754;0;0;0.8057401;-0.15
15,11|8,10;0;0;0;0;0.01685999
9,11|4,5;0.6;0;-0.28314;0;0
8,11|7,6;1.620372;0;0;0;0
0,6|0,1;0;-0.45;0;0;-0.15
0,6|0,2;0;-0.45;0;0;0
1,5|0,4;0;0;0;0.6;0
2,5|0,5;0;0;0;1.182;0
3,6|2,5;1.226772;-0.45;0;0;0
3,7|2,6;1.463825;-0.45;0;0.762;0
10,1|3,0;0;0;0;0;-0.15
10,1|4,0;0;0;0;0.6;0
11,1|5,0;0.6;-0.45;0;0;0
11,2|6,0;0;0;0;0;-0.15
11,2|7,0;0.6;0;0;0;0
11,3|7,1;0;0;0;0;-0.15
5,10|0,3;0;0;-0.45;0;0
4,10|1,3;0.6;-0.45;0;0;0
4,11|2,4;0;0;-0.45;0;0
12,19|8,15;-0.14676;0;0;0;0
10,15|1,11;0.8057401;0;-0.288;0;0
8,16|13,15;0.9309499;-0.28314;0;0;0
8,16|10,15;0;0;0;-0.2514135;0
9,15|15,8;0;0;0;-0.288;0
9,15|15,10;0;0;0;-0.45;0
10,15|15,11;0;0;0;-0.45;0
8,4|15,7;0;0;0;0;0.05705221
17,17|13,0;0.6;-0.45;0;0;0
17,18|14,0;0.6;0;0;0;0
17,18|15,2;0.6;0;0;0;0
16,19|18,15;0;0;0.6;0;0
15,19|18,16;-0.15;0;0;0;0
15,19|18,17;0;0;0;-0.45;0
4,8|5,10;0;0;0;-0.07283101;0
4,9|4,3;0.6;0;0;0;0
4,10|4,4;0;-0.04807801;0;0;0
19,10|0,2;0;-0.45;0;0;0
19,9|1,2;0;0;0;0;-0.15
19,9|2,2;0;0;0;0;-0.15
19,9|3,2;0;-0.45;0;0;0
19,8|4,2;0;-0.45;0;0;0
19,7|5,2;0.6;0;0;0;0
19,9|8,2;0;0;-0.288;0;0
17,10|11,2;0;0;0;0.6;0
18,10|12,2;0.7681723;0.1068426;0;0;0
18,8|17,1;0;-0.09857549;0;0;0
2,13|17,16;0;0;0;0;-0.15
