State;Up;Down;Left;Right;Stay
18,10|18,12;-0.765;1.42398;0;2.037745;0.20478
19,9|19,11;-0.765;1.334268;1.02;0.3121913;0.2847708
19,10|19,10;0;0;0;0;0
10,11|4,10;0;0;-0.45;0;0
9,11|4,11;0;0;0;0;-0.15
9,11|3,11;0;0;0;0.6;0
10,11|2,11;0;0;0;0.6;0
11,11|1,11;0.8754;-0.15;0;0.6;0
13,11|0,12;-0.765;-0.255;-0.5904;0;-0.15
13,12|1,13;0;1.2735;0;-0.15;-0.116142
12,12|3,13;-0.45;1.077559;-0.28314;0.8754;-0.15
12,12|5,13;-0.7884184;0.7510651;-0.335862;1.906191;0
13,12|6,13;-0.45;1.59501;-0.1746;0.5145918;0
13,13|7,13;-0.255;-0.45;-0.45;2.229474;0.3683285
13,13|8,13;-0.14676;-0.24426;-0.45;3.243279;-0.15
13,5|8,13;0;0;0;-0.15;-0.15
13,5|8,12;-0.45;-0.15;-0.09522001;0;0
13,5|8,11;-0.45;-0.255;-0.41058;0;-0.3345001
13,6|8,10;-0.929907;1.618005;-0.7278559;0.5605779;0.1937712
13,5|9,8;-0.603;-0.4703727;-0.342054;-0.5751874;-0.5638421
12,5|11,8;-0.45;0.1232862;1.562522;1.880563;0.9611643
12,6|12,8;-1.247895;3.412157;1.231373;0.15342;-0.1194
12,5|12,7;-0.765;1.450959;2.871474;2.139192;0.184344
18,16|3,13;0.6;0;0;0;0
18,17|3,14;0.6;-0.45;0;0;-0.15
18,17|4,14;0.6;0;-0.45;0.6;0
17,17|5,14;0.6;-0.45;0;0;0
17,18|5,15;0;-0.45;-0.45;0;0
16,18|6,15;0;0;0;1.4274;0
17,18|7,15;0.6;-0.45;0;0;0
17,17|8,15;0;0;0;0;-0.15
17,17|8,16;0.6;0;-0.765;0;0
17,18|8,17;0;-0.765;-0.2704642;0;-0.15
17,17|9,17;-0.45;-0.45;-0.6200767;0.6;-0.132
17,18|9,18;0.6;0.6;-0.733482;1.606482;0.2373209
17,19|10,18;0.04257084;-0.7344;-0.7035859;0;-0.3008923
17,19|11,18;0.4078071;-0.432;-0.03816685;0.6821142;0.2928064
17,19|12,19;0.012;0.6;-0.9765524;2.498091;0
16,19|13,19;0.07330862;0.298254;-0.54162;1.612715;0.3363912
16,19|14,19;0.6480675;0;-1.247895;1.917126;0.05191769
17,19|16,19;-0.37995;1.17107;-1.13985;2.785073;-0.37995
8,15|5,18;-0.45;-0.15;0;0;0
8,16|5,17;0;0;-0.44586;0.6;-0.15
7,16|6,17;-0.45;0;-0.9855;1.451766;0
6,16|6,16;0;0;0;0;0
17,19|2,15;-0.343536;0;0;0;0
18,19|3,16;-0.15;0;0;0;0
18,19|3,17;-0.255;-0.765;-0.45;0;0
18,18|4,17;1.476;0;0;0;-0.255
18,18|5,17;1.314;-0.432;0;0;0.0128748
18,19|6,17;0;-0.24426;-0.765;0.6;0
17,19|7,17;-0.237;-0.45;0;1.02;0
17,19|8,17;-0.15;-0.5904;-0.7110299;0.6;-0.255
17,19|9,17;-0.255;-0.432;0;0;0
17,19|10,17;-0.15;-0.288;-0.603;0;-0.255
17,19|11,17;-0.15;-0.432;-0.7979486;0;-0.1443291
17,19|12,17;-0.255;0;0;0.762;-0.08814001
17,19|12,18;0.1437259;-0.96696;0;2.065952;-0.15
17,18|13,18;1.02;1.389476;-0.1746;2.340883;0.4094916
17,18|14,18;0.1644414;1.12823;0.08534183;1.734484;0.2198008
17,17|14,17;0.3957831;0.8153706;-0.45;1.590896;-0.128688
17,14|15,15;-0.730998;0;0;0;0.1254
17,15|16,15;-0.01714698;4.010825;-0.765;1.117233;-0.15
18,14|18,15;-0.45;2.447716;0;0.285;-0.15
19,14|19,15;-0.9855;1.6818;0.132;0;-0.255
19,15|19,15;0;0;0;0;0
10,8|14,0;0;0;0.6;0;0
9,8|13,0;0;0;0;-0.45;0
10,8|13,1;1.02;-0.2424;0;-0.45;0
10,9|12,1;0;-0.45;0;0;-0.255
10,9|12,2;-0.132;-0.45;0;-0.45;-0.15
10,9|12,3;0;0;0.6;-0.45;0
11,9|11,3;0;-0.45;-0.45;0;-0.093
10,9|10,3;-0.15;0;-0.765;0;0
9,9|9,3;0.02039999;0;0;0.618;-0.15
9,9|8,3;0;-0.288;-0.288;1.02;-0.15
7,9|8,5;0;0;0;-0.6795176;0
8,9|10,6;1.02;-0.55926;1.1946;-0.5309716;0.02039999
8,10|11,6;1.412829;-0.603;0.6;0;0
8,9|12,6;1.4454;0;0.6;0;-0.03223801
8,10|12,7;1.02;-0.7242407;1.856538;0.30393;0
8,11|12,8;0;-0.45;0.6;0;-0.15
8,10|11,8;0;0;1.610946;-0.255;-0.0868278
8,10|10,8;0;-0.765;0.6;0;-0.255
8,10|9,8;0;-0.45;0.6;0;0
8,9|8,8;1.1946;-0.765;0.5595;-0.45;-0.255
8,8|8,8;0;0;0;0;0
9,0|19,8;-0.45;0;0;0;0
9,1|19,7;0;0;0.6;0;0
8,1|19,6;0;0.6;0;0;0
8,0|18,6;0;0;0;0;-0.15
8,0|18,5;-0.45;0;0;0;0
8,1|18,4;0;0.6;0;0;0
8,0|17,4;-0.45;0;0;0;-0.15
8,0|17,3;0;0;0;0;-0.15
8,0|17,2;0;0;0;0;-0.15
8,0|16,2;-0.45;0;0;0;0
8,1|15,2;0;0.6;1.851956;-0.2762476;0.012
9,1|15,1;1.810194;1.494464;1.491713;-0.772074;0.419253
9,0|15,0;0;-0.255;0.6;-0.45;-0.15
9,0|14,0;0;0;1.46435;-0.6442875;-0.255
10,0|13,0;0.7775634;0;0;-0.603;0.9791127
11,0|12,0;0;-0.37995;2.554187;-0.45;0
12,0|12,0;0;0;0;0;0
18,19|12,13;-0.25176;-0.4878308;0;0.6;0.2465229
18,19|13,13;0.012;-0.174532;-0.55926;1.468603;0.09977999
18,19|14,13;-0.1665;-0.765;0;1.610485;-0.15
17,19|17,15;0.6877515;0.6330488;0.18672;0.4323882;0.8315562
17,19|17,19;0;0;0;0;0
16,6|2,13;0;1.02;0;0;0
16,7|5,13;-0.603;0.762;0;0.6;0
16,8|6,13;-0.301842;0;0;1.182;-0.15
17,8|7,13;-0.1746;1.2954;-0.603;0;-0.15
17,7|8,13;-0.45;1.314;0;0.6;-0.15
18,7|9,13;-0.45;0.6;0;0;0.3577135
18,6|10,13;-0.45;0.6;0;1.2954;0
18,5|11,13;-0.45;1.2954;0;0;0
18,4|12,13;-0.45;1.02;0.02825487;0.6;0
18,5|13,13;-0.1746;1.023492;-0.288;1.62978;0
19,5|14,13;-0.6423828;0.6;-0.3614488;-0.3285;-0.3285
19,4|15,13;-0.45;0;-0.2740552;0;-0.415965
19,4|16,13;-0.4471839;0.6;0;0;0
19,5|17,13;-0.44676;1.993763;-0.4194;0.1455499;-0.15
19,5|18,13;-0.45;0.6306;0;-0.15;0
19,6|18,12;-0.432;1.028657;0;-0.15;0
19,6|18,11;-0.45;0;-0.6555247;0;-0.15
18,6|18,10;-0.6508758;2.2355;0;-0.45;-0.2993932
18,6|18,9;0.4159645;2.403164;1.602;0.6;0.03061388
17,6|18,8;0;1.5894;0.6;0.1394499;-0.15
16,6|18,7;0;0;0.6;0;0
15,6|17,7;-0.45;0;-0.15;0;0
15,7|16,7;2.183527;0;-0.255;-0.765;-0.255
15,7|15,7;0;0;0;0;0
18,0|15,2;-0.45;0;0;0;0
18,1|16,2;-0.72954;0.762;0;0;0.2936996
18,2|17,2;-0.3587724;0.7522686;-0.9855;0.8754;-0.37995
17,2|17,2;0;0;0;0;0
15,12|11,17;0;0.6;0;0;-0.15
15,12|12,17;0;0;0;0.6;-0.15
15,12|12,16;-0.45;0;-0.15;0;0
15,12|13,16;-0.765;0.6;-0.15;0;0
15,12|14,16;0;0;0;1.680767;0
16,12|15,16;-0.45;0;0;1.087085;0
16,13|15,15;0.2978125;1.981534;0;0;0.2835326
16,13|16,15;0.02039999;1.605676;0.6;-0.1428163;0
16,13|17,15;-0.3285;0;1.314;-0.1605546;-0.15
16,13|17,14;-0.255;0.7668601;0;-0.9855;0
16,13|17,13;-0.3285;0.4770895;3.20721;-1.376469;-0.3285
19,16|6,2;0;0;-0.45;0;0
18,16|7,2;0.6;0;0;0;0
18,17|8,2;0.6;-0.45;0;0;0
18,16|9,2;0.6;0;0;0;-0.255
18,16|10,2;0;-0.45;-0.45;0;-0.15
18,15|11,2;0;0;0;1.182;-0.15
19,15|12,2;1.02;0;0;0;-0.15
19,16|13,2;1.182;0;-0.45;0;0
18,16|13,1;0.6;0;0;1.308875;0.31819
18,16|14,1;2.122926;-0.44586;0;0.6;0.012
18,17|15,1;1.02;-0.2900322;-0.85563;1.314;0
18,18|15,2;1.2954;0;-0.1737252;0;-0.15
18,18|15,3;0;0;-0.45;1.32606;0
17,18|15,4;0;0;-0.45;1.22574;-0.255
17,18|16,4;1.182;0;0;0.6;0
18,18|16,5;1.02;0;0;0.6;0.3104024
18,19|16,6;-0.3105;0;-0.55926;0;0.20478
18,19|16,7;0.1254;-0.4837923;-0.45;1.5198;-0.15
18,19|16,8;-0.0804;0;0;1.02;0.1338
19,19|16,9;-0.15;0;-0.765;-0.15;0
18,19|16,10;0;-0.45;-0.432;0.6;0
18,18|16,11;0.6;0;-0.45;0;0.05574
17,18|17,11;2.327128;0;0.6;0;-0.15
16,18|17,13;3.520274;-0.3331977;2.161025;0.8301404;-0.0804
17,18|17,16;3.292103;-0.9855;2.563201;1.407659;0.4784099
18,18|17,17;2.776085;-1.13985;-0.45;2.223762;0.2817148
19,18|18,17;1.365328;-0.9855;-0.9855;0.3510811;-0.349396
19,17|19,17;0;0;0;0;0
19,12|8,1;1.02;0;0;0;0
19,13|9,1;0.6;0;0;-0.15;0
19,13|10,1;0;-0.45;0;-0.093;-0.15
19,13|11,1;0.6;-0.45;-0.45;0;0
18,13|12,1;0;-0.635742;-0.45;1.587273;0
19,13|13,1;3.027968;-0.33246;-0.45;0.3158958;0.1254
18,13|14,1;0;-0.382374;0;1.86156;0.1338
19,13|15,2;0;0;-0.97785;-0.15;0
18,13|15,3;0;-0.45;0;1.02;0
18,12|16,3;1.49742;0;-0.45;0;-0.15
17,12|16,4;0.7668601;-0.8235;0;0.762;0
16,11|16,6;1.327991;-0.1145908;-0.002947819;0.15828;-0.21936
15,11|16,7;0.618;-0.45;-0.15;0;0
15,12|15,8;0;-0.41886;-0.237;0.9068637;0
15,12|15,9;1.766287;-0.1214351;0;0.6;0
16,12|16,12;0;0;0;0;0
6,4|12,0;0;0;0;0;-0.15
6,4|12,1;1.594406;-0.13086;1.182;-0.5904;0
6,5|11,1;0;-0.45;1.86763;-0.45;-0.01635
6,5|11,2;1.790909;-0.01382723;0;-0.4896;-0.15
6,6|10,2;-0.15;-0.3633909;1.004106;0;-0.37995
6,5|8,3;0.6;-0.4094373;2.435951;-0.335862;0
5,5|8,4;1.841862;0.1320196;0.8754;0;0
5,6|8,5;0;-0.45;1.119071;0;0.2201852
5,6|7,5;2.113373;-0.45;0.618;-0.2093613;-0.132
5,7|7,6;2.987545;-0.1587453;0.9800977;0;0
5,8|6,6;1.638014;0;2.591697;0.2884333;0
4,10|4,7;1.766239;-0.4818172;0;1.395049;-0.1194
19,18|15,8;0;0;-0.45;0;0
18,18|15,9;0;0;0;0.6;0
19,18|16,9;1.02;0;-0.4896;-0.15;0
19,18|16,10;0.6;0;0;0;0
19,19|17,10;-0.15;-0.432;0;-0.15;-0.3285
19,19|17,11;-0.15;-0.35388;-0.1746;-0.35685;0
19,19|18,11;-0.2172213;-0.5305757;-0.45;-0.15;-0.2880431
18,19|18,12;0.2867479;-0.765;0.5916001;0.4854373;0.176766
18,19|18,13;0.2110014;-0.55296;1.956378;0.548565;0.146922
17,19|18,14;0.131595;-0.288;0;-0.51747;0.268746
17,19|18,15;0.373932;-0.07237539;1.02;-0.1141648;0.397746
17,19|18,16;0.3544776;-0.603;1.6818;-0.45;0.4195775
18,19|18,17;-0.2591947;-1.323527;2.178584;0.1326061;-0.5482712
1,11|17,9;0;-0.45;0;0;0
1,10|16,9;0;-0.603;0;0;0
1,9|15,9;0;0.6;0;0;-0.1406299
1,8|15,10;-0.45;0;0;0;0
1,9|15,11;0;0;0;-0.603;0
2,9|15,12;-0.45;0;1.182;-0.45;0
1,9|15,13;-0.45;0.6;0.6;0;0.1254
1,10|14,13;0;0;1.02;-0.45;0
0,10|13,13;-0.45;0;-0.15;-0.5967;-0.255
0,11|12,13;0;0;0;-0.432;-0.15
0,11|11,13;0;1.807776;-0.15;0;0.086358
0,11|10,13;-0.765;1.48818;0;0;-0.3285
0,11|9,13;-0.45;0;0;-0.45;-0.15
1,11|8,13;0;1.02;0.6;0;0.012
1,10|7,13;-0.2402922;0.6;0;0;-0.15
1,10|6,13;-0.45;1.182;0.6;0;0
1,11|5,13;-0.1235028;0;2.078285;0;0.2106346
0,11|4,13;-0.45;1.949569;0.2789863;0.005412925;-0.093
1,11|3,13;0;0.6;2.853381;-0.4726391;0.4497435
0,11|2,13;-0.5513367;3.064257;0;-0.2138737;-0.15
0,10|1,13;-0.4989468;3.755623;0.3254039;2.441978;0.4075343
0,9|0,13;-0.3933886;3.201588;-0.1559651;2.155183;0.05156729
0,10|0,12;-1.13985;2.099283;1.213472;0;0.6204666
0,10|0,11;-1.13985;3.285879;-0.3285;0.7334247;-0.4411755
6,4|7,6;-0.45;0.6;0;0;0
6,5|6,6;-0.45;2.066785;0.303;1.36813;-0.15
7,5|7,6;-0.45;0;-0.21108;1.259704;0
6,5|5,5;0.1643262;0.6122504;-0.765;2.763391;-0.3285
7,5|6,5;0.2726385;1.007461;-1.13985;2.106038;-0.3285
7,6|6,6;-0.255;0.5452579;-0.9855;0.618;-0.4588229
4,8|11,18;0;0;0;0;-0.15
4,8|10,18;0;0;0.6;0;-0.255
4,8|10,17;-0.45;0;0;-0.45;0
5,8|10,16;-0.45;0.6;0.762;0;0
5,9|9,16;-0.45;0.6;0;-0.15;0
5,10|8,16;0;0;1.02;0;-0.15
5,10|7,16;-0.45;0.6;0;0;0
5,9|6,16;0;0;0;-0.15;0
5,9|6,15;0;0;1.4886;0.012;0.199758
4,9|5,15;-0.81864;1.42579;0.6;0;-0.15
4,10|4,15;0.2284774;0.6;0.6;0;0.184344
4,9|4,14;0.05613659;0;-0.03000001;0;0
3,9|4,13;-0.08995149;1.081189;2.093077;0;0.012
3,8|2,13;-0.3618792;0;-0.2614982;2.74774;0.102415
3,9|1,13;0.5117525;1.49304;-0.2664119;0;0.012
2,9|0,13;0.03033975;1.43712;-0.2045305;1.846622;1.207892
2,9|0,11;-0.40536;2.253211;-0.5284917;0;0.0469687
1,8|1,10;-0.45;1.941479;0.6;1.345769;0.0204
2,8|1,8;-0.2428646;0.8511928;-0.45;0.6;-0.15
3,8|2,8;1.6888;0;0;0.634542;0
3,9|3,8;1.688578;-0.9855;-0.2342132;0.9978072;-0.471176
3,9|3,9;0;0;0;0;0
14,13|1,6;0;-0.15;-0.45;0;0
14,13|1,7;0;-0.15;0;0;0
14,13|1,8;0;0;-0.45;0;0
13,13|1,9;0;0;0;0.6;-0.15
13,13|1,10;0;0;0;0.6;0
14,13|1,11;0;0.012;0;1.02;0.012
15,13|0,11;0.09852212;-0.603;-0.45;0;-0.006477884
14,13|0,12;0.012;0.16914;-0.03877923;0.6;-0.15
14,13|0,13;-0.14676;-0.15;0;1.182;-0.15
14,13|1,13;0.012;0;-0.5836914;0;-0.3285
13,13|2,13;0.012;1.48818;-0.4309843;0;-0.15
13,12|4,13;-0.1500363;1.2735;0;0;0
13,13|5,13;0.2059723;1.667757;-0.13086;2.03045;-0.15
13,13|6,13;0.3047409;1.049242;-0.13086;1.318416;0.2889512
13,12|7,12;0.6;0;0;-0.15;0
13,13|8,12;-0.21954;0;0;0;0
13,13|9,12;0.3551046;0;0;2.085336;0
13,13|10,12;-0.15;-0.2176876;-0.563796;1.932769;-0.1156908
13,12|13,12;0;0;0;0;0
18,10|12,9;0.6;0;0;0;0
18,11|11,9;0;-0.45;0;0;0
18,10|10,9;1.22574;0;0;0;0
18,11|9,9;1.2954;0;-0.288;0;-0.15
19,12|8,10;0.6;0;0;0;0
19,13|8,11;1.182;0;0;-0.093;0
19,14|8,12;0.6;0;0;0;0.13026
19,15|9,12;0;-0.45;0;0;-0.15
19,14|9,13;0;-0.45;0;0.1006548;0.02039999
19,14|10,13;1.31724;0;-0.3805254;0.05574;0
18,14|11,13;1.42398;-0.4582636;-0.45;0;-0.255
18,14|13,13;0.6;0;-0.45;0.9789044;0.012
17,14|14,13;1.314;0;0;0.6;0.1339768
18,14|15,13;1.959283;0;0;1.135008;-0.02081018
18,14|16,13;1.423922;-0.02610602;-0.40626;0.8673697;-0.220998
18,14|17,13;0.6;0;0;1.869469;0.08803646
18,15|17,14;1.203012;0;0;1.791747;-0.15
19,15|17,15;0.285;1.500937;-1.13985;0;0.6798515
18,15|18,15;0;0;0;0;0
9,18|11,1;0;0;0.6;0;0
8,18|12,1;0;0;0;-0.45;-0.15
8,18|13,1;0.6;0;0;0;0
8,19|14,1;0;0;0;-0.45;0
9,19|15,1;-0.132;0;0;0;-0.15
9,19|15,2;0.012;0;0.6;-0.45;-0.15
9,19|15,3;-0.15;0;1.02;0;0
8,19|15,4;-0.15;-0.45;0.762;0;0
8,19|15,5;-0.093;-0.45;0;0;0
8,18|15,6;1.02;0;0;0;0
8,19|15,7;-0.255;0;0.6;0;-0.15
8,19|15,8;-0.15;-0.5904;0.762;0;-0.15
8,19|15,9;-0.15;-0.45;0.762;-0.45;0
8,18|15,10;0;0;0.6;-0.288;0
7,18|15,11;1.02;0;0;0;0
7,19|15,12;-0.15;0;1.738946;-0.4554447;0.1927352
7,19|15,13;-0.3285;-0.7344;2.485775;-0.45;-0.02583207
7,19|14,13;0;0;0.762;-0.45;0
8,19|13,13;-0.15;0;0;0;0
8,19|12,13;-0.15;-0.45;0;0;0
8,19|11,13;-0.255;0;0;0;0
8,19|10,13;-0.15;-0.45;0.6387376;0;0
8,19|9,13;0;0;0.6;0.6;-0.15
9,19|8,13;-0.11058;-0.603;-0.765;0.6;0.249792
9,19|7,13;-0.15;-0.5848525;-0.7013499;2.490029;0
10,19|6,13;-0.23646;-0.765;-0.45;2.152996;0.03256388
10,19|5,13;-0.10614;-0.45;0;1.716243;-0.15
10,19|5,14;0.04181999;-0.47214;-0.01134036;1.88718;-0.132
11,19|5,15;-0.04077015;-0.03965399;-0.4572438;1.86026;0
12,19|7,16;-0.15;-0.3762;-0.03625201;1.034752;-0.144492
12,19|8,17;0.1430658;-0.1746;-0.4896;1.7952;-0.3285
12,18|10,17;1.33497;0;-0.5764772;1.460839;0
12,19|10,18;1.10234;-0.04962682;0.726333;0;-0.13836
2,11|17,5;0;-0.45;0;-0.45;0
3,11|16,5;0;0;0;-0.45;0
4,11|15,5;-0.15;0;0.6;0;-0.255
4,11|15,4;-0.093;-0.45;0;-0.45;0.012
4,11|15,3;0;-0.45;0.6;-0.9855;0
5,11|15,2;-0.15;-0.603;0;-0.15;0
5,10|15,1;0.6;0;0;-0.15;0
5,11|14,1;-0.15;-0.45;1.476;0;0
4,11|13,1;-0.15;-0.45;1.02;0;-0.15
4,11|13,2;0;-0.765;0;0;0
4,10|12,2;0;-0.45;0;0;-0.093
4,10|11,2;0.6;0;0.6;0;0.012
3,10|11,3;0;0;0.6;0;-0.15
3,10|10,3;0;0;0.6;0;0
2,10|9,3;0;-0.09181803;0;-0.45;0
3,10|8,3;0.6;0;0;-0.288;0
3,11|7,3;-0.255;0;0;0;0
3,11|7,4;-0.132;-0.45;0.762;-0.45;-0.255
3,11|7,5;-0.255;0;0.6;-0.24426;0
3,10|5,6;2.411076;-0.28314;0.6;-0.5989338;0.04269062
3,10|5,7;0;-0.45;0;-0.9423;0
4,10|5,8;0.6;0;1.02;0;0.2812851
4,11|5,9;-0.144492;-0.45;1.503203;-0.3889727;0
4,10|5,10;-0.45;-0.45;1.182;-0.765;-0.15
4,9|5,9;1.603948;-0.45;0;0;-0.255
4,11|5,11;-0.37995;-0.03000001;1.476;-0.45;-0.15
3,11|4,11;-0.255;-0.5904;1.182;-0.765;-0.37995
3,11|3,11;0;0;0;0;0
3,14|16,15;0;0.6;0;0;0
3,13|15,15;0;0;0;-0.45;0
4,13|14,15;0;0;0.6;0;0
3,13|13,15;-0.45;0;0;0;0
3,14|12,15;-0.45;0.6;0.762;0;0
3,15|11,15;0;0.6;0.762;0;-0.15
3,14|10,15;0;0;0.6;-0.45;0
4,14|9,15;-0.45;0.6;0;-0.45;0
4,15|8,15;0;0;1.17633;0;0
3,15|7,15;0.579;0;0.9309499;-0.45;0
4,15|6,15;-0.45;1.766971;0;0;-0.15
4,16|6,16;0.6;1.124935;0.8802601;-0.45;0
4,17|5,16;0;0;0;-0.45;-0.15
4,17|5,17;0.2711333;1.460879;1.60686;-0.45;-0.4588229
3,17|4,17;-0.5540897;1.22316;1.372591;0;0
3,16|3,17;-0.765;1.5198;-0.45;0.6;-0.15
4,16|3,16;-0.45;-0.471;-0.765;1.123891;-0.15
4,15|4,16;-0.45;0;0;1.425578;-0.255
5,15|5,16;-0.765;1.488122;-0.03000001;1.424874;-0.255
5,16|5,16;0;0;0;0;0
16,8|8,0;0;0;0;0;-0.15
16,8|8,1;0;-0.765;0;0;0
16,7|9,1;0.6;0;-0.45;0;-0.15
16,7|10,1;0;0;-0.45;0;0
15,7|11,1;1.304541;0;-0.15;0;-0.15
15,7|12,1;0;0;-0.15;0.6189342;-0.1194
15,7|13,1;1.951246;-0.432;0.7075948;0.6;0.2209279
15,8|15,1;2.427033;-0.1712979;0;0.6608685;-0.237
15,9|15,2;1.03854;-0.72126;0.214038;2.963754;0
15,10|15,3;0.6;0;0.012;0.618;-0.255
15,11|15,4;0.6;-0.84096;0.09366009;1.184268;-0.15
15,10|15,5;1.353652;-0.8882194;-0.131082;0.285;0.03444541
15,11|15,6;1.038;0;0;0.9017401;-0.1932214
16,11|16,7;1.132703;-0.4896;0.132;1.091806;0.407953
15,11|16,8;0;0;-0.15;-0.3050048;-0.15
15,12|15,10;1.159936;-0.45;0;0;-0.2101898
15,17|4,13;0;0;0;0;-0.15
15,17|4,14;0;0;-0.45;0;0
14,17|4,15;0.949758;-0.45;0;1.199995;0.2058606
14,17|4,16;1.02;0;-0.3580787;0.6;-0.15
14,17|5,16;0.6;0;0;0;0
14,18|5,17;0;0;-0.4896;1.02;-0.15
14,18|6,17;1.028751;-0.6430953;0;0;-0.15
14,17|7,17;0;0.6;-0.45;1.726432;0.1396771
15,18|9,17;0;0;-0.29682;1.721276;0
14,18|11,18;0.1180524;0;0.1967448;1.555392;-0.237
14,18|13,18;-0.4495514;0.4226406;-1.13985;4.319875;-0.4411755
14,16|1,16;0.6;0.6;-0.288;0.6;0
14,17|2,16;0;0;0;0;-0.15
14,17|2,17;0;0.6;0;0;-0.255
14,17|3,17;-0.03000001;0;-0.28314;0.6;0
14,18|4,17;1.023817;0;-0.45;1.182;0
15,18|5,17;0;-0.45;0;1.383129;0
15,17|6,17;0.6;0;0;0.762;-0.116142
15,19|8,17;0.5829782;0;-0.45;2.13204;0
16,19|8,18;0.03784464;-0.29682;-0.81468;1.02;0.229037
16,19|9,18;-0.1058367;-0.6867848;-1.086824;1.961099;-0.1027503
16,19|10,19;0.3926933;2.577815;-0.45;1.388358;0.012
18,19|12,19;0;1.84728;0;2.25222;0.06138001
18,18|13,19;-0.45;1.182;-0.45;0;-0.15
18,19|14,19;-0.132;0;-0.45;2.062674;0.1254
17,19|15,19;0.6718482;0.7576942;-0.765;0.6182565;0.8623835
8,16|11,5;0;-0.45;0;0;0
8,15|11,6;0;0;0.6;-0.45;0
9,15|12,6;0;0;0.6;0;0
8,15|12,7;2.03172;0;0;0;0
8,16|12,8;1.182;0;0.6;-0.45;0.012
8,17|12,9;0.762;-0.45;0;0;0
8,16|11,9;0.6;-0.45;0;-0.45;0.16914
9,16|10,9;0;-0.45;1.182;0;-0.15
9,16|9,9;0;-0.45;0;0;-0.15
9,15|8,9;0;0;-0.45;0;0
8,15|8,10;0;0;-0.288;0.6;0
9,15|8,11;0;-0.132;0;0.6;-0.15
9,15|8,12;0.6;-0.15;0;0.6;0
9,16|8,13;0.6;-0.45;0;0.91914;-0.15
9,15|7,13;1.460238;-0.15;0;0;0
9,15|6,13;1.182;-0.08814001;-0.45;0;0
9,15|5,13;0.6;0.01209719;-0.45;0.618;-0.1319892
9,16|5,14;0;-0.45;0;1.858769;0
9,15|5,15;0.6;-0.37995;-0.765;1.48818;0
9,16|6,15;0.9510702;0;-0.45;1.182;0
8,16|6,16;2.562327;1.636962;0;0;-0.255
8,16|7,16;1.356462;0.5269253;-0.765;1.39095;-0.255
8,17|8,17;0;0;0;0;0
11,11|16,5;0.6;0;0;0;-0.15
11,11|16,6;0;0;0;0;-0.15
11,11|16,7;0.6;0;0;0;0
11,12|16,8;0.6;-0.45;0.6;0;0
11,13|16,9;0;0;0;0;-0.15
11,13|15,9;-0.255;-0.45;0;-0.2828836;-0.093
11,13|15,10;0;-0.45;0.6;-0.7342871;0.02054922
11,12|15,11;0.7681723;1.02;0.762;0;-0.04926
9,12|13,12;0.285;-0.45;0;0;0
9,13|13,13;-0.15;0.6;2.937183;-0.5139506;-0.15
8,13|12,13;-0.03183657;1.611463;1.812547;-0.45;0.1236391
7,13|11,13;-0.132;-0.288;1.1946;-0.7788906;-0.132
8,13|10,13;-0.21504;0.4726373;0.762;-1.247895;1.802145
7,13|8,13;-0.4588229;0.4421469;1.944738;-1.13985;-0.255
11,17|2,16;1.63314;0;-0.45;0;-0.132
11,18|3,16;0.6;0;0;1.182;0.1254
12,18|4,16;0.6;0;0;1.182;0
13,18|5,16;0.9204522;-0.45;-0.288;0.8754;-0.04196116
13,18|6,16;1.061255;-0.1746;-0.288;0.762;-0.093
13,18|6,17;0.6;-0.354476;-0.302994;0;0
12,17|8,17;0;0;-0.04730666;1.04286;0.1254
13,17|9,17;0.5604;1.308;0;1.16886;0.01685999
14,16|11,17;-0.45;1.597662;0;0;-0.093
15,18|14,17;0.6;0;-0.45;0.9262378;0
11,1|9,18;0;0;0;0.6;0
12,1|9,17;0;0.6;0;0;0
12,0|9,16;0;-0.15;0;0;0
12,0|10,16;0;0;0;0.6;0
13,0|10,15;0;-0.15;0;0;0
13,0|11,15;0;-0.255;0;0;0
13,0|12,15;0;-0.15;1.02;0;-0.15
13,0|13,15;-0.45;0;0;0;-0.15
13,1|14,15;-0.45;0;0;-0.45;0
13,2|15,15;-0.45;1.22574;0.762;0;0
13,3|16,15;0;1.038;0.6112914;-0.15;0
13,3|17,15;0;0;1.61082;0;0
12,3|17,14;-0.15;1.02;0.618;-0.481338;-0.255
12,2|17,13;-0.45;1.53192;1.639264;0;-0.255
12,3|17,12;-0.15;0;0;-0.765;-0.14964
13,3|16,12;-0.15;1.02;0;0;-0.15
13,3|16,11;0;0.6;0;-0.04926;0
13,3|15,11;0.1788522;0;0;-0.15;0.012
13,3|15,10;-0.255;1.18686;0.8070523;0;0
13,3|15,9;-0.15;0.6;0;0;-0.15
13,3|15,8;0;0.7668601;0;-0.15;0
13,3|15,7;-0.15;1.182;0;0;0
13,3|15,6;-0.158238;0;0.8386557;0;0
13,3|15,5;0;0;1.3962;0;-0.15
13,3|15,4;-0.3285;0;0.6;0.09015027;-0.01484974
13,3|15,3;-0.255;0;1.683014;-0.15;-0.030192
13,3|15,2;-0.15;-0.432;1.433989;-0.15;-0.3285
13,3|15,1;-0.15;-0.490518;0.8906468;-0.234506;-0.15
13,3|14,1;0.1254;-0.133666;0;0.195246;0.4425882
13,2|13,1;3.154941;-1.13985;2.323068;-0.3285;-0.4411755
13,2|13,2;0;0;0;-0.15;0
